SigmaE11	SigmaE12	SigmaE21	SigmaE22	SigmaAlpha11	SigmaAlpha12	SigmaAlpha21	SigmaAlpha22	SigmaAlphaBar11	SigmaAlphaBar12	SigmaAlphaBar21	SigmaAlphaBar22	SigmaKappa11	SigmaKappa12	SigmaKappa21	SigmaKappa22	rhoH	S	Ttt	Txx	Tyy	FreeEnergy	InternalEnergy	rho	T	Ax	Ay	Gx	Gy	mu	Q
-375434432618835.1	9462578364729602.0	1378846224262114.8	-7182777437620328.0	-102384064458522.33	2127162471330324.2	325444156817902.5	-1625252358861168.5	-86083604879601.28	2169680738683469.8	316156546247363.94	-1646943703498762.2	-23475708632625.938	487738464528702.2	74621302075215.47	-372655168877083.8	0.07643021648203954	2.223868332469008	-0.5246018699556132	0.26230110720944166	0.2623011390439628	-0.2623012005286083	0.5246018699556132	0.640127760541267	0.06599999999999999	0.0	0.0	0.09999999999999999	0.09999999999999999	8.375323137957599	4.361276844108891
8429682302721578.0	1.5292372150060768e+16	-1.4186101540761038e+16	-1.9614693188528284e+16	594485376130951.9	2919636676920447.0	-1136972771658705.5	-3416474383614307.5	1991862181712793.5	3613457383150692.0	-3352055053825289.5	-4634785056551305.0	140471834616381.95	689885297245648.1	-268656988979641.56	-807283818669508.9	0.07876382961154214	2.26398261892046	-0.5290898914922244	0.26454523153826726	0.26454519772175766	-0.26454488808391996	0.5290898914922244	0.6419479441084736	0.067	0.0	0.0	0.09999999999999999	0.09999999999999999	8.150288619463732	4.232061023154006
-295459486772136.25	-1.3602429831197098e+16	961081284619177.9	-1221231864483779.0	-5892625615380.223	-3219696729623188.0	233082563383709.62	-294001552869038.2	-71914131160410.16	-3310798829537626.5	233924881928809.25	-297244909747945.75	-1434250956072.5457	-783666469607838.2	56731737462563.5	-71559273541600.16	0.08113253466780293	2.304367660724572	-0.5336579147786622	0.2668294855178167	0.2668294148106278	-0.26682932217579036	0.5336579147786622	0.6437902360251817	0.06799999999999999	0.0	0.0	0.1	0.1	7.9350440444272055	4.108503878230608
3379961167197737.0	-656634096287815.8	-4121257978533613.5	485326958396442.25	667269631628728.1	-218900494053114.0	-1027708651474466.0	234151693944487.22	847048671089745.2	-164558410922201.53	-1032824319940088.4	121627301267063.44	167223771744769.28	-54858432809246.266	-257553032249957.16	58680520685842.516	0.08353633165082411	2.3450262617333215	-0.5383071910764108	0.2691540871058908	0.26915410629575576	-0.26915406802464337	0.5383071910764108	0.6456544470414549	0.069	0.0	0.0	0.09999999999999999	0.09999999999999999	7.729025614149271	3.990279759071273
-1.1938550781870942e+16	8989463313219890.0	1.9245948178564836e+16	-1.3259276379803426e+16	-2945105489497549.0	2196963369671432.0	4723371022646583.0	-3121126317163633.0	-3079258609935691.0	2318613273226399.0	4964023918649741.0	-3419907633682503.0	-759618282101321.5	566653230813154.9	1218278596384704.0	-805018570546872.4	0.08597522056060557	2.385961185732945	-0.5430374569634278	0.27151972108233846	0.2715195587705251	-0.27152021388576886	0.5430374569634278	0.6475403878478905	0.07	0.0	0.0	0.1	0.1	7.531709527761682	3.877086108762925
-3616856150072782.0	3888160107753879.5	3137106515441269.0	-3295069473007277.0	-965424210784590.9	998825387592610.8	840251614943043.8	-847923653943061.1	-959724114126784.4	1031713969305111.2	832423697965606.6	-874338790306737.0	-256173001360075.2	265035923603257.0	222958752943100.75	-224994510111018.4	0.08844920139714466	2.4271751566693216	-0.5478509956249492	0.27392623543358063	0.2739260617726711	-0.27392630963874276	0.5478509956249492	0.6494478691401702	0.071	0.0	0.0	0.1	0.1	7.3426086259834475	3.7686415260738606
-5812161871690668.0	4524408446400812.0	2778164355952572.0	-5127943381765561.0	-1636215819734223.5	1289064125301821.2	676935792238013.4	-1310985769348757.0	-1585992638970232.8	1234597151644563.2	758091105454462.9	-1399286639993489.5	-446482101351088.06	351753144358760.25	184718734138193.2	-357735009086566.4	0.09095827416044346	2.4686708588871107	-0.5527465573740815	0.2763740686403059	0.27637410490461656	-0.27637444614772344	0.5527465573740815	0.651376701681933	0.07200000000000001	0.0	0.0	0.1	0.1	7.161269358879676	3.6646840148414994
-1803945424949280.8	1536921613981581.5	3884610350131297.0	-3344663341931743.0	-515993494231250.4	438141333211716.56	1189451149996126.0	-976662265943428.9	-506019890357844.1	431117757687944.6	1089661625163438.6	-938202538813381.6	-144739950424830.03	122901849649506.97	333649750254486.25	-273960911396879.78	0.0935024388505034	2.510450937382673	-0.5577270527834945	0.2788630868078335	0.27886301317239837	-0.2788625620111264	0.5577270527834945	0.6533266963656859	0.073	0.0	0.0	0.1	0.1	6.987269042362514	3.564969400063489
-3498722920967610.0	3109778215507960.0	3974586100752900.5	-3218456983816887.5	-1058013402699857.6	970076243540875.1	1192569065424046.8	-994494786852224.6	-1008489690650763.6	896378290419969.1	1145654914023476.8	-927704411381232.0	-304967164675632.94	279619710635910.84	343752173303437.44	-286658235762500.06	0.09608169546731991	2.5525179980695825	-0.5627891071060358	0.28139482317880465	0.28139468472595097	-0.28139488902356546	0.5627891071060358	0.6552976642724522	0.074	0.0	0.0	0.09999999999999999	0.09999999999999999	6.820213372433129	3.469269892793706
8360030281389398.0	-2625906828489004.5	-8981737726013153.0	5566754145220576.0	2637108946702877.5	-862654908319276.6	-2727819766274719.0	1680464160618767.2	2475305749753172.5	-777499847739151.2	-2659385945702628.5	1648249836343502.5	780816661995906.2	-255421880393071.88	-807675059118086.0	497565494265465.6	0.0986960440108978	2.594874608056081	-0.5679360314265387	0.28396922209490766	0.2839692560643786	-0.28396898090709677	0.5679360314265387	0.6572894167294294	0.075	0.0	0.0	0.1	0.1	6.659734169858551	3.377372788077926
