SigmaEL	SigmaET	SigmaAlphaL	SigmaAlphaT	SigmaAlphaBarL	SigmaAlphaBarT	SigmaKappaL	SigmaKappaT	basis_angle	rhoH	Trace	TRatio	Omega	rho	S	T	Mu	EInternal	Txx	Tyy	murh	ax	Gmu	ay	Ax	Ay	Gx	Gy	mu	Q
961053.9765948995	0.001532206308592854	7284.414971094117	1.1613773312620342e-05	7284.414971009782	1.1577092263269669e-05	55.21369211706503	8.775186192749196e-08	0.0	0.002526798661658965	3.229387265038676e-05	8.295986080634632e-05	-0.199190808458618	0.5795758267138649	0.7321362224624997	0.012	1.0	0.3892710563457975	0.19465167517478701	0.19465167504366093	229.37147117314964	0.01	4.359740097080829e-05	0.01	0.01	0.01	0.1	0.1	229.37147117314964	131.92862453429396
807320.4249466404	0.005786654383258635	6119.155210251887	4.386097593551616e-05	6119.15521026186	4.384427884119012e-05	46.381330312876976	3.32325587549855e-07	0.0	0.0025267943991051085	3.290876194283463e-05	8.453948723513756e-05	-0.19919083211161184	0.5795748073476692	0.7321381552706194	0.012	1.0	0.3892708959932821	0.1946519032989719	0.194651901456253	229.37147117314964	0.01	4.359740097080829e-05	0.01	0.01	0.01	0.2	0.2	229.37147117314964	131.92862453429396
842454.5333895606	0.02257800796213309	6385.474810410231	0.00017113359269972712	6385.474810394701	0.0001711145136640012	48.40005601047292	1.2969885462971612e-06	0.0	0.002526770201091972	3.270539622892554e-05	8.401712970747915e-05	-0.19919139673223968	0.5795691376000807	0.7321413456825572	0.012	1.0	0.3892705730699834	0.1946516480778947	0.19465163038831762	229.37147117314964	0.01	4.359740097080829e-05	0.01	0.01	0.01	0.4	0.4	229.37147117314964	131.92862453429396
2585876.8847645423	0.4096056904513302	19600.13059891203	0.003104696168612926	19600.13059882261	0.0031046321762230535	148.5634658993889	2.353224064586083e-05	0.0	0.0025267312865865357	3.0093862122630838e-05	7.73084481208467e-05	-0.19919639894786342	0.5795601103887952	0.7321396898894716	0.012	1.0	0.3892700326307008	0.19465008403969636	0.19465004245312706	229.37147117314964	0.01	4.359740097080829e-05	0.01	0.01	0.01	0.6	0.6	229.37147117314964	131.92862453429396
251390904.70806795	6.338480930863875	1905483.7642275258	0.04804419314579571	1905483.7642209416	0.048051167079172806	14443.118164764515	0.0003642165399596263	0.0	0.002526673420746016	2.5335290400879688e-05	6.508453977906899e-05	-0.19922882587007995	0.5795467605808388	0.7321345393835959	0.012	1.0	0.3892674126125948	0.1946464019202842	0.19464634598271147	229.37147117314964	0.01	4.359740097080829e-05	0.01	0.01	0.01	1.0	1.0	229.37147117314964	131.92862453429396
877871.7748533277	0.002707240284598289	7809.12294433663	2.408249729225584e-05	7809.122944342043	2.407697310757999e-05	69.46702590424772	2.1417888017294887e-07	0.0	0.0029654790370409584	3.169355138184315e-05	8.125746866370982e-05	-0.20033353107856855	0.5799541073642773	0.7936653920972943	0.012999999999999998	1.0	0.39003862540942924	0.19503515953546208	0.195035159425349	195.56836600749511	0.01	5.113301401524597e-05	0.01	0.01	0.01	0.1	0.1	195.56836600749511	112.41255581620315
736781.9883570933	8.494477475369522e-05	6554.0365417285075	7.556644818152293e-07	6554.036541735436	7.64845351428028e-07	58.302206934507936	6.804007497644007e-09	0.0	0.00296547397791436	3.230257231893851e-05	8.281896094527641e-05	-0.20033366454476592	0.5799530866625762	0.7936674911242625	0.012999999999999998	1.0	0.39003836742509734	0.19503533577431445	0.19503533422310182	195.56836600749511	0.01	5.113301401524597e-05	0.01	0.01	0.01	0.2	0.2	195.56836600749511	112.41255581620315
763338.201778515	0.0004370439582361274	6790.28477316076	3.887636049473381e-06	6790.284773162007	3.891064151618681e-06	60.40390811191981	3.46123429657275e-08	0.0	0.0029654454543065613	3.210301383242003e-05	8.23074863056291e-05	-0.200334721899205	0.5799474187707461	0.7936709116091032	0.012999999999999998	1.0	0.390037592852893	0.19503485546024352	0.19503484040648195	195.56836600749511	0.01	5.113301401524597e-05	0.01	0.01	0.01	0.4	0.4	195.56836600749511	112.41255581620315
2260619.805734743	0.16505017354256346	20109.57311884502	0.0014682244339925083	20109.573118716016	0.001468574697504175	178.88759317553706	1.3063893975659084e-05	0.0	0.00296539972971205	2.9538005473159192e-05	7.573141737833378e-05	-0.20034047794297963	0.5799384004762302	0.7936691086147128	0.012999999999999998	1.0	0.39003634813270777	0.19503296108290927	0.19503292505527164	195.56836600749511	0.01	5.113301401524597e-05	0.01	0.01	0.01	0.6000000000000001	0.6000000000000001	195.56836600749511	112.41255581620315
193771023.25194204	2443.1592122179723	1723727.9662233912	21.73359968936966	1723727.9661809448	21.73362311212043	15333.75948014489	0.19333568672009366	0.0	0.0029653318550401787	2.4905075182061863e-05	6.385389339053265e-05	-0.20037455717240232	0.5799250688566842	0.7936634993807707	0.012999999999999998	1.0	0.3900322104047994	0.19502858321439565	0.19502853226558586	195.56836600749511	0.01	5.113301401524597e-05	0.01	0.01	0.01	1.0	1.0	195.56836600749511	112.41255581620315
807785.7411361428	0.015894118634999045	8333.679478321668	0.00016397659366545016	8333.679478356566	0.00016388545302233	85.97708694124468	1.690774999333393e-06	0.0	0.0034392537513205017	3.079734250622593e-05	7.879214653764518e-05	-0.20156906794506418	0.5803623883300835	0.8553184278972401	0.014	1.0	0.39086817480612274	0.19544948612004823	0.19544948602858075	168.7465562932672	0.01	5.926046859659079e-05	0.01	0.01	0.01	0.09999999999999999	0.09999999999999999	168.7465562932672	96.92715271907312
677196.4139890608	0.02401882920847882	6986.408804440813	0.0002477988084505809	6986.408804563924	0.00024770797131980015	72.07749527561833	2.555567842345283e-06	0.0	0.0034392478308322206	3.1395542900294626e-05	8.032265741961828e-05	-0.2015692974956111	0.5803613652471566	0.8553206926826935	0.014	1.0	0.39086783118092494	0.19544961400789068	0.19544961271593458	168.7465562932672	0.01	5.926046859659079e-05	0.01	0.01	0.01	0.19999999999999998	0.19999999999999998	168.7465562932672	96.92715271907312
696664.575731795	0.019149740205850894	7187.27310210298	0.0001975539255418278	7187.2731020518795	0.0001976080956414093	74.14992845244113	2.038573132855708e-06	0.0	0.0034392146595419405	3.120736919534983e-05	7.984147256990557e-05	-0.20157079302901032	0.5803556989657708	0.855324341859033	0.014	1.0	0.3908666535180207	0.19544893677095526	0.19544892411626077	168.7465562932672	0.01	5.926046859659079e-05	0.01	0.01	0.01	0.39999999999999997	0.39999999999999997	168.7465562932672	96.92715271907312
1995283.7204690757	0.051269846880145784	20584.92775375204	0.0005289333884635111	20584.92775390471	0.0005290848654283559	212.37147776061553	5.458408710975758e-06	0.0	0.0034391616214382754	2.8718880866469154e-05	7.34752307122996e-05	-0.2015772024648964	0.5803466904391288	0.8553223949460029	0.014	1.0	0.3908647933195489	0.19544677147291628	0.1954467407274991	168.7465562932672	0.01	5.926046859659079e-05	0.01	0.01	0.01	0.6000000000000001	0.6000000000000001	168.7465562932672	96.92715271907312
